SeqID,Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation,Council Districts,Councils,Communities,Zip Codes,Municipalities
399e8f6b-eff8-4375-94c8-5eb9aca4be84,01/01/2012,03:05:00,MCP,"5th District, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,INNER LOOPE 495 @ WISCONSION AVE,39.0708319,-77.1625988666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HONDA,ACCORD,BLACK,Citation,16-303(d),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser,"(39.0708319, -77.162598866667)",3,3,25,53,12
399e8f6b-eff8-4375-94c8-5eb9aca4be84,01/01/2012,03:05:00,MCP,"5th District, Germantown",POSSESSING SUSPENDED LIC.,INNER LOOPE 495 @ WISCONSION AVE,39.0708319,-77.1625988666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HONDA,ACCORD,BLACK,Citation,16-301(j),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser,"(39.0708319, -77.162598866667)",3,3,25,53,12
399e8f6b-eff8-4375-94c8-5eb9aca4be84,01/01/2012,03:05:00,MCP,"5th District, Germantown",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,INNER LOOPE 495 @ WISCONSION AVE,39.0708319,-77.1625988666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HONDA,ACCORD,BLACK,Citation,21-902(a2),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser,"(39.0708319, -77.162598866667)",3,3,25,53,12
399e8f6b-eff8-4375-94c8-5eb9aca4be84,01/01/2012,03:05:00,MCP,"5th District, Germantown",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 27-103,INNER LOOPE 495 @ WISCONSION AVE,39.0708319,-77.1625988666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HONDA,ACCORD,BLACK,Citation,16-303(h),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser,"(39.0708319, -77.162598866667)",3,3,25,53,12
399e8f6b-eff8-4375-94c8-5eb9aca4be84,01/01/2012,03:05:00,MCP,"5th District, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",INNER LOOPE 495 @ WISCONSION AVE,39.0708319,-77.1625988666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HONDA,ACCORD,BLACK,Citation,21-901.1(b),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser,"(39.0708319, -77.162598866667)",3,3,25,53,12
399e8f6b-eff8-4375-94c8-5eb9aca4be84,01/01/2012,03:05:00,MCP,"5th District, Germantown",EXCEEDING MAXIMUM SPEED: 83 MPH IN A POSTED 55 MPH ZONE,INNER LOOPE 495 @ WISCONSION AVE,39.0708319,-77.1625988666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HONDA,ACCORD,BLACK,Citation,21-801.1,Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser,"(39.0708319, -77.162598866667)",3,3,25,53,12
fbad3d3e-85a6-4c14-9e28-b620da08a22e,01/01/2012,03:04:00,MCP,"3rd District, Silver Spring",FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED VEH.DAMAGE,SLIGO CREEK PARKWAY @ FOREST GLEN RD,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,LEX,4S,GREEN,Citation,20-103(b),Transportation Article,false,BLACK,M,BELTSVILLE,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
cb7a37f3-f70f-49e6-bdf4-5de89be373cb,01/01/2012,03:02:00,MCP,"4th District, Wheaton",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,GEORGIA AVE NB LN 2 @ SHOREFIELD RD.,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,VOLVO,S40,"BLUE, DARK",Citation,21-902(a1),Transportation Article,false,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
cb7a37f3-f70f-49e6-bdf4-5de89be373cb,01/01/2012,03:02:00,MCP,"4th District, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,GEORGIA AVE NB LN 2 @ SHOREFIELD RD.,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,VOLVO,S40,"BLUE, DARK",Citation,21-902(b1),Transportation Article,false,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
cb7a37f3-f70f-49e6-bdf4-5de89be373cb,01/01/2012,03:02:00,MCP,"4th District, Wheaton","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",GEORGIA AVE NB LN 2 @ SHOREFIELD RD.,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,VOLVO,S40,"BLUE, DARK",Citation,21-901.1(b),Transportation Article,false,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
cb7a37f3-f70f-49e6-bdf4-5de89be373cb,01/01/2012,03:02:00,MCP,"4th District, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,GEORGIA AVE NB LN 2 @ SHOREFIELD RD.,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,VOLVO,S40,"BLUE, DARK",Citation,21-309(d),Transportation Article,false,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
cb7a37f3-f70f-49e6-bdf4-5de89be373cb,01/01/2012,03:02:00,MCP,"4th District, Wheaton",DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT,GEORGIA AVE NB LN 2 @ SHOREFIELD RD.,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,VOLVO,S40,"BLUE, DARK",Citation,16-113(h),Transportation Article,false,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
cb7a37f3-f70f-49e6-bdf4-5de89be373cb,01/01/2012,03:02:00,MCP,"4th District, Wheaton",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,GEORGIA AVE NB LN 2 @ SHOREFIELD RD.,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,VOLVO,S40,"BLUE, DARK",Citation,21-902(a2),Transportation Article,false,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
f9a664e4-5612-4583-af65-272c9154f973,01/01/2012,02:31:00,MCP,"5th District, Germantown",DRIVING WHILE IMPAIRED BY ALCOHOL,MIDDLEBROOK RD/WARING STATION RD,39.1806086166667,-77.2695832333333,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,1999,FORD,VAN,,Citation,21-902(b1),Transportation Article,false,WHITE,F,FREDERICK,MD,MD,A - Marked Patrol,"(39.180608616667, -77.269583233333)",2,2,39,39,1
f9a664e4-5612-4583-af65-272c9154f973,01/01/2012,02:31:00,MCP,"5th District, Germantown",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,MIDDLEBROOK RD/WARING STATION RD,39.1806086166667,-77.2695832333333,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,1999,FORD,VAN,,Citation,21-902(a2),Transportation Article,false,WHITE,F,FREDERICK,MD,MD,A - Marked Patrol,"(39.180608616667, -77.269583233333)",2,2,39,39,1
f9a664e4-5612-4583-af65-272c9154f973,01/01/2012,02:31:00,MCP,"5th District, Germantown",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,MIDDLEBROOK RD/WARING STATION RD,39.1806086166667,-77.2695832333333,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,1999,FORD,VAN,,Citation,16-101(a),Transportation Article,false,WHITE,F,FREDERICK,MD,MD,A - Marked Patrol,"(39.180608616667, -77.269583233333)",2,2,39,39,1
f9a664e4-5612-4583-af65-272c9154f973,01/01/2012,02:31:00,MCP,"5th District, Germantown",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,MIDDLEBROOK RD/WARING STATION RD,39.1806086166667,-77.2695832333333,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,1999,FORD,VAN,,Citation,21-902(a1),Transportation Article,false,WHITE,F,FREDERICK,MD,MD,A - Marked Patrol,"(39.180608616667, -77.269583233333)",2,2,39,39,1
f9a664e4-5612-4583-af65-272c9154f973,01/01/2012,02:31:00,MCP,"5th District, Germantown",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,MIDDLEBROOK RD/WARING STATION RD,39.1806086166667,-77.2695832333333,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,1999,FORD,VAN,,Citation,21-801(b),Transportation Article,false,WHITE,F,FREDERICK,MD,MD,A - Marked Patrol,"(39.180608616667, -77.269583233333)",2,2,39,39,1
70fd4abe-f338-42ab-8c73-6e39948e11ad,01/01/2012,02:03:00,MCP,"6th District, Gaithersburg / Montgomery Village",DRIVING  MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,20021 CENTURY BLV,39.1841007166667,-77.2618129333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,HONDA,CIVIC,BLACK,Citation,16-101(a),Transportation Article,false,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.184100716667, -77.261812933333)",2,2,39,39,1
08b75f68-5ab1-4258-8b5b-5b7fb011b3f1,01/01/2012,01:53:00,MCP,"6th District, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,20021 CENTURY BLV,39.1843143833333,-77.26149265,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,HONDA,CIVIC,BLACK,Warning,16-112(c),Transportation Article,false,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.184314383333, -77.26149265)",2,2,39,39,1
08b75f68-5ab1-4258-8b5b-5b7fb011b3f1,01/01/2012,01:53:00,MCP,"6th District, Gaithersburg / Montgomery Village",FAILURE TO STOP WHEN ENTERING HIGHWAY,20021 CENTURY BLV,39.1843143833333,-77.26149265,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,HONDA,CIVIC,BLACK,Warning,21-404(a),Transportation Article,false,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.184314383333, -77.26149265)",2,2,39,39,1
86b7f0ec-cab2-4c44-b51a-db97b9c471a1,01/01/2012,01:48:00,MCP,"4th District, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,VEIRS MILL @ UNIVERSITY BLVD,39.0399133333333,-77.0550082,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,JEEP,CHEROKEE,BLACK,Warning,21-707(a),Transportation Article,false,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.039913333333, -77.0550082)",4,4,16,17,1
86b7f0ec-cab2-4c44-b51a-db97b9c471a1,01/01/2012,01:48:00,MCP,"4th District, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,VEIRS MILL @ UNIVERSITY BLVD,39.0399133333333,-77.0550082,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,JEEP,CHEROKEE,BLACK,Citation,13-401(h),Transportation Article,false,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.039913333333, -77.0550082)",4,4,16,17,1
86b7f0ec-cab2-4c44-b51a-db97b9c471a1,01/01/2012,01:48:00,MCP,"4th District, Wheaton",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,VEIRS MILL @ UNIVERSITY BLVD,39.0399133333333,-77.0550082,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,JEEP,CHEROKEE,BLACK,Warning,22-406(i1),Transportation Article,false,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.039913333333, -77.0550082)",4,4,16,17,1
7ba8b6c2-abf3-4bc3-9ea7-dc51eccaeec9,01/01/2012,01:42:00,MCP,"6th District, Gaithersburg / Montgomery Village",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,497 QUINCE ORCHARD RD,0,0,3,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2001,DODGE,DURANGO,BLUE,Citation,21-902(a1),Transportation Article,true,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
7ba8b6c2-abf3-4bc3-9ea7-dc51eccaeec9,01/01/2012,01:42:00,MCP,"6th District, Gaithersburg / Montgomery Village",DRIVING WHILE IMPAIRED BY ALCOHOL,497 QUINCE ORCHARD RD,0,0,3,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2001,DODGE,DURANGO,BLUE,Citation,21-902(b1),Transportation Article,true,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
2e5265a0-df21-4634-b1a7-9bc180ef77e5,01/01/2012,01:30:00,MCP,"4th District, Wheaton",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,GEORGIA AVE (SB) / SHOREFIELD RD,0,0,2,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1994,DODGE,RAM PK,RED,Citation,21-902(a1),Transportation Article,false,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
2e5265a0-df21-4634-b1a7-9bc180ef77e5,01/01/2012,01:30:00,MCP,"4th District, Wheaton",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,GEORGIA AVE (SB) / SHOREFIELD RD,0,0,2,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1994,DODGE,RAM PK,RED,Citation,21-801(b),Transportation Article,true,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
2e5265a0-df21-4634-b1a7-9bc180ef77e5,01/01/2012,01:30:00,MCP,"4th District, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,GEORGIA AVE (SB) / SHOREFIELD RD,0,0,2,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1994,DODGE,RAM PK,RED,Citation,16-112(c),Transportation Article,false,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
2e5265a0-df21-4634-b1a7-9bc180ef77e5,01/01/2012,01:30:00,MCP,"4th District, Wheaton",FAILURE TO IMMEDIATELY RETURN AND REMAIN AT SCENE OF ACCIDENT INVOLVING BODILY INJURY,GEORGIA AVE (SB) / SHOREFIELD RD,0,0,2,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1994,DODGE,RAM PK,RED,Citation,20-102(a2),Transportation Article,false,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
2e5265a0-df21-4634-b1a7-9bc180ef77e5,01/01/2012,01:30:00,MCP,"4th District, Wheaton",FOLLOWING VEH. TOO CLOSELY,GEORGIA AVE (SB) / SHOREFIELD RD,0,0,2,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1994,DODGE,RAM PK,RED,Citation,21-310(a),Transportation Article,true,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
2e5265a0-df21-4634-b1a7-9bc180ef77e5,01/01/2012,01:30:00,MCP,"4th District, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,GEORGIA AVE (SB) / SHOREFIELD RD,0,0,2,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1994,DODGE,RAM PK,RED,Citation,16-303(d),Transportation Article,false,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
2e5265a0-df21-4634-b1a7-9bc180ef77e5,01/01/2012,01:30:00,MCP,"4th District, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GEORGIA AVE (SB) / SHOREFIELD RD,0,0,2,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1994,DODGE,RAM PK,RED,Citation,16-303(c),Transportation Article,false,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
2e5265a0-df21-4634-b1a7-9bc180ef77e5,01/01/2012,01:30:00,MCP,"4th District, Wheaton",FAILURE TO STOP AFTER ACCIDENT INVOLVING DAMAGE TO ATTENDED VEH.,GEORGIA AVE (SB) / SHOREFIELD RD,0,0,2,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1994,DODGE,RAM PK,RED,Citation,20-103(a),Transportation Article,false,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
2e5265a0-df21-4634-b1a7-9bc180ef77e5,01/01/2012,01:30:00,MCP,"4th District, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",GEORGIA AVE (SB) / SHOREFIELD RD,0,0,2,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1994,DODGE,RAM PK,RED,Citation,16-303(h),Transportation Article,false,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
2e5265a0-df21-4634-b1a7-9bc180ef77e5,01/01/2012,01:30:00,MCP,"4th District, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,GEORGIA AVE (SB) / SHOREFIELD RD,0,0,2,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1994,DODGE,RAM PK,RED,Citation,21-902(b1),Transportation Article,false,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
2e5265a0-df21-4634-b1a7-9bc180ef77e5,01/01/2012,01:30:00,MCP,"4th District, Wheaton",FAILURE OF DRIVER INVOLVED IN ACCIDENT TO RENDER REASONABLE ASSISTANCE TO INJURED PERSON,GEORGIA AVE (SB) / SHOREFIELD RD,0,0,2,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1994,DODGE,RAM PK,RED,Citation,20-104(a),Transportation Article,false,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
b1463ded-4b1a-4e7f-ada9-9211bbdc1cbb,01/01/2012,00:52:00,MCP,"3rd District, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",PINEY BRANCH ROAD @ ARLISS STREET,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,NISSAN,SENTRA,BLACK,Citation,16-303(h),Transportation Article,false,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
b1463ded-4b1a-4e7f-ada9-9211bbdc1cbb,01/01/2012,00:52:00,MCP,"3rd District, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,PINEY BRANCH ROAD @ ARLISS STREET,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,NISSAN,SENTRA,BLACK,Citation,16-112(c),Transportation Article,false,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
b1463ded-4b1a-4e7f-ada9-9211bbdc1cbb,01/01/2012,00:52:00,MCP,"3rd District, Silver Spring",DRIVER CONSUMING ALCOHOLIC BEVERAGE IN PASSENGER AREA OF MOTOR VEHICLE ON HIGHWAY,PINEY BRANCH ROAD @ ARLISS STREET,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,NISSAN,SENTRA,BLACK,Citation,21-903(c),Transportation Article,false,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
b1463ded-4b1a-4e7f-ada9-9211bbdc1cbb,01/01/2012,00:52:00,MCP,"3rd District, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,PINEY BRANCH ROAD @ ARLISS STREET,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,NISSAN,SENTRA,BLACK,Citation,21-902(b1),Transportation Article,false,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
b1463ded-4b1a-4e7f-ada9-9211bbdc1cbb,01/01/2012,00:52:00,MCP,"3rd District, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,PINEY BRANCH ROAD @ ARLISS STREET,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,NISSAN,SENTRA,BLACK,Citation,16-303(c),Transportation Article,false,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
b1463ded-4b1a-4e7f-ada9-9211bbdc1cbb,01/01/2012,00:52:00,MCP,"3rd District, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,PINEY BRANCH ROAD @ ARLISS STREET,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,NISSAN,SENTRA,BLACK,Citation,21-902(a1),Transportation Article,false,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
b1463ded-4b1a-4e7f-ada9-9211bbdc1cbb,01/01/2012,00:52:00,MCP,"3rd District, Silver Spring",KNOWINGLY DRIVING UNINSURED VEHICLE,PINEY BRANCH ROAD @ ARLISS STREET,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,NISSAN,SENTRA,BLACK,Citation,17-107,Transportation Article,false,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
845c2732-d70b-42ef-bde8-603f9563aa28,01/01/2012,00:43:00,MCP,Headquarters and Special Operations,LEFT TURN FROM IMPROPER ROAD POSITION,FENTON AT CAMERON,39.0010204333333,-77.0333436,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2009,INFINITY,G37X,SILVER,Warning,21-601(b),Transportation Article,false,WHITE,M,HERNDON,VA,VA,A - Marked Patrol,"(39.001020433333, -77.0333436)",5,5,7,3065,1
